JournalID,JournalTitle,Publisher,eissn,pissn,additionalIssns
82467,Indian Journal of Pharmaceutical Sciences,OMICS Publishing Group,0250-474X,0250-474X,
82468,Indian Journal of Pharmacology,Ovid Technologies (Wolters Kluwer) - Medknow Publications,1998-3751,0253-7613,
82471,Indian Journal of Psychological Medicine,SAGE Publications,0975-1564,0253-7176,
82473,Journal of Sexually Transmitted Diseases,Hindawi Limited,2090-7958,2090-7893,
82529,International Journal of Green Pharmacy,BRNSS Publication Hub,1998-4103,0973-8258,
82530,International Journal of Shoulder Surgery,CLOCKSS Archive,,0973-6042,
82532,Journal of Cancer Research and Therapeutics,Ovid Technologies (Wolters Kluwer) - Medknow Publications,1998-4138,0973-1482,
82533,Journal of Conservative Dentistry,Ovid Technologies (Wolters Kluwer) - Medknow Publications,,0972-0707,
82534,Journal of Cutaneous and Aesthetic Surgery,Scientific Scholar,0974-5157,0974-2077,
82587,Journal of Oral and Maxillofacial Pathology,Ovid Technologies (Wolters Kluwer) - Medknow Publications,1998-393X,0973-029X,
82588,Journal of Pediatric Neurosciences,Ovid Technologies (Wolters Kluwer) - Medknow Publications,1998-3948,1817-1745,
82590,Mens Sana Monographs,Ovid Technologies (Wolters Kluwer) - Medknow Publications,,0973-1229,
82593,Saudi Journal of Gastroenterology,Ovid Technologies (Wolters Kluwer) - Medknow Publications,1998-4049,1319-3767,
82706,IETE Technical Review,Informa UK (Taylor & Francis),0974-5971,0256-4602,
82765,Sustainability,MDPI AG,2071-1050,,
82825,Marine Biodiversity Records,Springer (Biomed Central Ltd.),1755-2672,,
83185,Fuzzy Information and Engineering,Tsinghua University Press,1616-8666,1616-8658,
83188,Asian Journal of Plant Sciences,Science Alert,1812-5697,1682-3974,
83232,International Journal of Botany,Science Alert,1811-9700,1811-9700,1811-9719
83239,International Journal of Poultry Science,Science Alert,,1682-8356,
83242,International Journal of Zoological Research,Science Alert,1811-9786,1811-9778,
83243,Journal of Agronomy,Science Alert,1812-5417,1812-5379,
83305,Pakistan Journal of Nutrition,Science Alert,,1680-5194,
83325,Trends in Agricultural Economics,Science Alert,,1994-7933,
83446,Asian Journal of Algebra,Science Alert,,1994-540X,
83454,Asian Journal of Clinical Nutrition,Science Alert,,1992-1470,
83455,Asian Journal of Crop Science,Science Alert,,1994-7879,
83463,Current Research in Bacteriology,Science Alert,,1994-5426,
83466,Journal of Medical Sciences(Faisalabad),Science Alert,1812-5727,1682-4474,
83468,Frontiers in Evolutionary Neuroscience,Frontiers Media SA,1663-070X,,
83472,Earthquake Science,Elsevier,1867-8777,1674-4519,
83505,Journal of Human Sport and Exercise,Asociacion Espanola de Analisis del Rendimiento Deportivo,1988-5202,,
83545,International Journal of Peptides,Hindawi Limited,1687-9775,1687-9767,
83570,American Journal of Applied Sciences,Science Publications,,1546-9239,
83665,CHOREGIA,"Department of Sport Management , University of Peloponnese",1791-4027,1791-4027,2241-6323
83666,biology of exercise,"Department of Sport Management , University of Peloponnese",1791-325X,1791-325X,
83707,The Open Nuclear Medicine Journal,Bentham Science,,1876-388X,
83905,Journal of Veterinary Science,The Korean Society of Veterinary Science,1976-555X,1229-845X,
83987,Journal of Environmental and Public Health,Hindawi Limited,1687-9813,1687-9805,
84048,Advances in Operations Research,Hindawi Limited,1687-9155,1687-9147,
84188,Clinical Lipidology,Informa UK (Taylor & Francis),1758-4302,1758-4299,
84325,PVRI Review,Ovid Technologies (Wolters Kluwer) - Medknow Publications,,0974-6013,
84865,Nephrology Research & Reviews,"Wichtig Publishing, SRL",2035-813X,2035-8261,
85171,Revista de la Sociedad Española del Dolor,Inspira Network Group,,1134-8046,
85205,Journal of Computer Science,Science Publications,,1549-3636,
85266,Journal of Forensic Dental Sciences,Informatics Publishing Limited,0975-1475,0974-2948,0975-2137
85306,Journal of Geological Research,Hindawi Limited,1687-8841,1687-8833,
85392,The Open Medical Devices Journal,Bentham Science,,1875-1814,
85486,International Journal of Combinatorics,Hindawi Limited,1687-9171,1687-9163,
85546,Journal of Young Pharmacists,Manuscript Technomedia LLP,0975-1505,0975-1483,
85746,Nutrients,MDPI AG,2072-6643,,
85805,Middle East African Journal of Ophthalmology,Ovid Technologies (Wolters Kluwer) - Medknow Publications,0975-1599,0974-9233,
85825,Journal of Botany,Hindawi Limited,2090-0139,2090-0120,
85885,Mercator,Federal University of Ceara,1984-2201,,
85913,Oxidative Medicine and Cellular Longevity,Hindawi Limited,1942-0994,1942-0900,
85920,Dermato-Endocrinology,Landes Bioscience,1938-1980,1938-1972,
85928,Engineering Journal,"Faculty of Engineering, Chulalongkorn University",0125-8281,0125-8281,
85946,Wireless Sensor Network,"Scientific Research Publishing, Inc.",1945-3086,1945-3078,
85965,Journal of Electromagnetic Analysis and Application,"Scientific Research Publishing, Inc.",1942-0749,1942-0730,
85966,Journal of Water Resource and Protection,"Scientific Research Publishing, Inc.",1945-3108,1945-3094,
85968,Journal of Software Engineering and Applications,"Scientific Research Publishing, Inc.",1945-3124,1945-3116,
85969,Journal of Service Science and Management,"Scientific Research Publishing, Inc.",1940-9907,1940-9893,
86005,Journal of Biomedical Science and Engineering,"Scientific Research Publishing, Inc.",1937-688X,1937-6871,
86007,International Journal of Communications Network and System Sciences,"Scientific Research Publishing, Inc.",1913-3723,1913-3715,
86027,Brazilian Journal of Probability and Statistics,Institute of Mathematical Statistics,,0103-0752,
86105,Nucleus Animalium,Fundacao Educational de Ituverava,2175-1463,1984-879X,
86286,Journal of Lightning Research,Bentham Science,,1652-8034,
86325,Journal of Mathematics and Statistics,Science Publications,,1549-3644,
86326,American Journal of Agricultural and Biological Sciences,Science Publications,1557-4989,1557-4989,
86327,American Journal of Animal and Veterinary Sciences,Science Publications,1557-4555,1557-4555,
86328,American Journal of Biochemistry and Biotechnology,Science Publications,,1553-3468,
86329,OnLine Journal of Biological Sciences,Science Publications,1608-4217,1608-4217,
86330,American Journal of Environmental Sciences,Science Publications,,1553-345X,
86331,American Journal of Engineering and Applied Sciences,Science Publications,,1941-7020,
86826,Advances in Numerical Analysis,Hindawi Limited,1687-9570,1687-9562,
87086,Ocean and Polar Research,Korea Ocean Research and Development Institute,,1598-141X,
87165,Engineering,"Scientific Research Publishing, Inc.",1947-394X,1947-3931,
87265,Cancers,MDPI AG,2072-6694,,
87366,Revue d Histoire des Sciences Humaines,OpenEdition,1963-1022,1622-468X,
87455,Journal of theoretical and applied electronic commerce research,MDPI AG,0718-1876,,
87460,Chilean journal of agricultural research,SciELO Agencia Nacional de Investigación y Desarrollo (ANID),0718-5839,,
87469,Información tecnológica,SciELO Agencia Nacional de Investigación y Desarrollo (ANID),0718-0764,,
87474,Revista chilena de enfermedades respiratorias,SciELO Agencia Nacional de Investigación y Desarrollo (ANID),0717-7348,,
87477,Archivos de medicina veterinaria,SciELO Agencia Nacional de Investigación y Desarrollo (ANID),0301-732X,0301-732X,
87478,Aisthesis,Pontificia Universidad Catolica de Chile,0718-7181,,
87483,Alpha Revista de Artes Letras y Filosofía,"Universidad de Los Lagos, Chile",0718-2201,0716-4254,
87488,Parasitología latinoamericana,SciELO Agencia Nacional de Investigación y Desarrollo (ANID),0717-7712,,
87495,Revista ingeniería de construcción,Pontificia Universidad Catolica de Chile,0718-5073,,
87498,Acta bioethica,SciELO Agencia Nacional de Investigación y Desarrollo (ANID),1726-569X,,
87503,Estudios constitucionales,SciELO Agencia Nacional de Investigación y Desarrollo (ANID),0718-5200,,
87504,RLA Revista de lingüística teórica y aplicada,Universidad de Concepcion,0718-4883,,
87508,Revista de ciencia política (Santiago),SciELO Agencia Nacional de Investigación y Desarrollo (ANID),0718-090X,,
87513,Literatura y lingüística,Universidad Catolica Silva Henriquez,0716-5811,0716-5811,0717-621X
87515,Teología y vida,Pontificia Universidad Catolica de Chile,0049-3449,0049-3449,0717-6295
87745,Water,MDPI AG,2073-4441,,
87846,Journal of Dental Biomechanics,Portico,1758-7360,1758-7360,
87948,Gestão & Tecnologia de Projetos,Universidade de São Paulo. Agência de Bibliotecas e Coleções Digitais,1981-1543,,
87968,Antiviral Chemistry and Chemotherapy,SAGE Publications,2040-2066,2040-2066,0956-3202
88069,Saudi Journal of Ophthalmology,Ovid Technologies (Wolters Kluwer) - Medknow Publications,2542-6680,1319-4534,
88070,Saudi Journal of Biological Sciences,Elsevier,,1319-562X,
88074,The Saudi Dental Journal,Elsevier,,1013-9052,
88166,Bulletin of Geography Socio-economic series,Uniwersytet Mikolaja Kopernika/Nicolaus Copernicus University,1732-4254,1732-4254,2083-8298
88173,Journal of Human Kinetics,Termedia Sp. z.o.o.,1899-7562,1640-5544,
88181,Annales UMCS Agricultura,Portico,,0365-1118,
88184,Annales Universitatis Mariae Curie-Sklodowska sectio AI – Informatica,Maria Curie-Sklodowska University,2083-3628,1732-1360,
88267,Communications and Network,"Scientific Research Publishing, Inc.",1947-3826,1949-2421,
88268,Energy and Power Engineering,"Scientific Research Publishing, Inc.",1947-3818,1949-243X,
88269,Natural Science,"Scientific Research Publishing, Inc.",2150-4105,2150-4091,
88447,Journal of Nepal Health Research Council,Nepal Health Research Council,1999-6217,1727-5482,
88545,Journal of Intelligent Learning Systems and Applications,"Scientific Research Publishing, Inc.",2150-8410,2150-8402,
88546,Intelligent Information Management,"Scientific Research Publishing, Inc.",2150-8208,2150-8194,2160-5912; 2160-5920
88606,North American Journal of Medical Sciences,Ovid Technologies (Wolters Kluwer) - Medknow Publications,1947-2714,1947-2714,
88646,Journal of Information Systems and Technology Management,TECSI,1807-1775,1809-2640,
89108,BAR - Brazilian Administration Review,SciELO,1807-7692,1807-7692,
89165,iBusiness,"Scientific Research Publishing, Inc.",2150-4083,2150-4075,
89365,American Journal of Immunology,Science Publications,,1553-619X,
89386,Annals of African Medicine,Ovid Technologies (Wolters Kluwer) - Medknow Publications,0975-5764,1596-3519,
89525,Plant Breeding and Seed Science,Plant Breeding and Acclimatization Institute - National Research Institute,2083-599X,0018-3040,1429-3862
89605,Indian Journal of Medical and Paediatric Oncology,Georg Thieme Verlag KG,0975-2129,0971-5851,
89785,Cadernos EBAPE BR,SciELO,1679-3951,1679-3951,
89885,Pesticidi i fitomedicina,National Library of Serbia,2406-1026,1820-3949,
90045,Polymers,MDPI AG,2073-4360,,
90165,American Journal of Infectious Diseases,Science Publications,,1553-6203,
90245,Experimental & Translational Stroke Medicine,Springer (Biomed Central Ltd.),2040-7378,2040-7378,
90385,Journal of Social Sciences,Science Publications,,1549-3652,
90725,The Journal of the Royal College of Physicians of Edinburgh,SAGE Publications,1478-2715,1478-2715,2042-8189
90785,Acrocephalus,De Gruyter Poland Sp. z o.o.,0351-2851,0351-2851,
90885,Enzyme Research,Hindawi Publishing Corporation (Sage-Hindawi Access to Research),2090-0414,2090-0406,
90925,Genes,MDPI AG,2073-4425,,
90965,Health,"Scientific Research Publishing, Inc.",1949-5005,1949-4998,
91345,Gastroenterology Insights,MDPI AG,2036-7422,2036-7414,
91346,Ageing Research,PAGEPress Publications,2036-7376,2036-7384,
91465,Advances in Power Electronics,Hindawi Limited,2090-1828,2090-181X,
91546,Forests,MDPI AG,1999-4907,,
91628,Soldagem & Inspeção,SciELO,0104-9224,0104-9224,1980-6973
91707,Journal of Multimedia,Academy Publisher,,1796-2048,
91826,Journal of Networks,Academy Publisher,,1796-2056,
92025,Organic Chemistry International,Hindawi Limited,2090-2018,2090-200X,
93025,Revista Brasileira em Promoção da saúde,Fundacao Edson Queiroz,1806-1230,1806-1222,
93085,Plastic Surgery International,Hindawi Limited,2090-147X,2090-1461,
93265,Cholesterol,Hindawi Limited,2090-1291,2090-1283,
93605,World Journal of Oncology,"Elmer Press, Inc.",1920-454X,1920-4531,
93665,Pharmacognosy Magazine,SAGE Publications,0976-4062,0973-1296,
94005,Silence,Springer (Biomed Central Ltd.),1758-907X,1758-907X,
94168,Lingua Posnaniensis,Adam Mickiewicz University Poznan,2083-6090,0079-4740,
94265,HAYATI Journal of Biosciences,Bogor Agricultural University,2086-4094,1978-3019,
94325,Journal of Cave and Karst Studies,National Speleological Society,,1090-6924,
94445,Eurasian Journal of Biosciences,Cevre Koruma ve Arastirma Vakfi,1307-9867,,
94505,Journal of Geographic Information System,"Scientific Research Publishing, Inc.",2151-1969,2151-1950,
94707,Rheumatology Reports,PAGEPress Publications,2036-752X,2036-7511,
94708,Trends in Evolutionary Biology,PAGEPress Publications,2036-265X,2036-2641,
94906,Journal of Global Positioning Systems,International Association of Chinese Professionals in Global Positioning Systems,1446-3164,1446-3156,
94908,JOURNAL OF ELECTRONICS INFORMATION TECHNOLOGY,China Science Publishing & Media Ltd.,,1009-5896,
94987,Advances in Decision Sciences,Asia University,2090-3367,2090-3359,
95045,Journal of Applied Biomedicine,University of South Bohemia in Ceske Budejovice,1214-0287,1214-021X,
95066,International Journal of Stochastic Analysis,Hindawi Limited,2090-3340,2090-3332,
95265,International Journal of Medical Education,International Journal of Medical Education,2042-6372,,
95348,Anales del Sistema Sanitario de Navarra,Gobierno de Navarra,1137-6627,1137-6627,2340-3527
95388,Revista Española de Cirugía Oral y Maxilofacial,Inspira Network Group,,1130-0558,
95390,The European Journal of Psychiatry,Elsevier,0213-6163,0213-6163,
95515,Journal of Eurasian Studies,SAGE Publications,1879-3673,1879-3665,
95518,Revista Española de Patología,Elsevier,,1699-8855,
95545,Pain Research and Treatment,Hindawi Limited,2090-1550,2090-1542,
95717,Index de Enfermería,SciELO Espana/Repisalud,1132-1296,1132-1296,
95746,Journal of Nucleic Acids Investigation,PAGEPress Publications,2036-7996,2035-6005,
95776,World Rabbit Science,Universitat Politecnica de Valencia,1989-8886,1257-5011,
95825,Journal of Linguistics/Jazykovedný casopis,De Gruyter Poland Sp. z o.o.,1338-4287,0021-5597,
95906,Nano Reviews,Informa UK (Taylor & Francis),2000-5121,,
95907,International Journal of Inorganic Chemistry,Hindawi Limited,2090-2034,2090-2026,
95965,Journal of the Brazilian Society of Ecotoxicology,Ecototoxicology and Environmental Contamination,2236-1693,1809-8401,
95987,Journal of Laser Micro/Nanoengineering,Japan Laser Processing Society,1880-0688,1880-0688,
95988,The EPMA Journal,Springer-Verlag,1878-5085,1878-5077,
96012,Avances en Periodoncia e Implantología Oral,SciELO Espana/Repisalud,1699-6585,1699-6585,
96185,Prague Bulletin of Mathematical Linguistics,"Charles University in Prague, Karolinum Press",1804-0462,1804-0462,0032-6585
96425,Archivos de la Sociedad Española de Oftalmología,Elsevier,,0365-6691,
96626,International Journal on Applications of Graph Theory In wireless Ad Hoc Networks And sensor Networks,Academy and Industry Research Collaboration Center,0975-7260,0975-7260,0975-7031
96646,International Journal of Spray and Combustion Dynamics,SAGE Publications,1756-8285,1756-8277,
96647,The Journal of Computational Multiphase Flows,SAGE Publications,1757-4838,1757-482X,
96652,Journal of Healthcare Engineering,Hindawi Limited,2040-2309,2040-2295,
96725,Pharmacognosy Research,Manuscript Technomedia LLP,0974-8490,0974-8490,0976-4836
96805,International Journal of Next-Generation Networks,Academy and Industry Research Collaboration Center,0975-7023,0975-7252,
97085,International Journal of VLSI Design & Communication Systems,Academy and Industry Research Collaboration Center,0976-1357,0976-1527,
97225,Scientiae Studia,Universidade de São Paulo. Agência de Bibliotecas e Coleções Digitais,2316-8994,1678-3166,
97523,International Journal of Computer Science and Information Technology,Academy and Industry Research Collaboration Center,0975-3826,0975-4660,
97524,International Journal of Network Security & Its Applications,Academy and Industry Research Collaboration Center,0974-9330,0975-2307,
97566,International Journal of Ad hoc Sensor & Ubiquitous Computing,Academy and Industry Research Collaboration Center,0976-1764,0976-1764,0976-2205
97586,Journal of Language Teaching and Research,Academy Publication,2053-0684,1798-4769,
97608,Journal of Cancer Therapy,"Scientific Research Publishing, Inc.",2151-1942,2151-1934,
97609,Technology and Investment,"Scientific Research Publishing, Inc.",2150-4067,2150-4059,
97785,Surgical Neurology International,Scientific Scholar,2152-7806,2152-7806,2229-5097
